subject,upperbody_label,lowerbody_label,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
1,TLB,LCL,0.0131461480632424,-0.534424364566803,-0.1762133836746215,0.0196775887161493,-0.5572965145111084,-0.1604035645723343,0.0217791348695755,-0.5574249029159546,-0.1497817188501358,0.0204989481717348,-0.556948721408844,-0.1536072790622711,-0.0048551317304372,-0.5574530959129333,-0.1771467179059982,-0.0030885231681168,-0.5561625957489014,-0.1887351721525192,0.0026085246354341,-0.5456380248069763,-0.1674498915672302,0.0619645714759826,-0.5574497580528259,-0.0374618843197822,-0.081660121679306,-0.4968035817146301,-0.0637213736772537,0.0437809154391288,-0.5269564390182495,-0.1213131844997406,0.0094313798472285,-0.487612634897232,-0.1554370671510696,0.150902971625328,-0.4109199047088623,0.083536721765995,-0.157582402229309,-0.4297106564044952,0.0764882117509841,0.2042346000671386,-0.2243542373180389,-0.0031533045694231,-0.1924528032541275,-0.1324099898338318,-0.006353604607284,0.1471943706274032,-0.1619399935007095,-0.1312092840671539,-0.2182220369577407,0.0636306852102279,-0.1166752055287361,0.1316025555133819,-0.1050835102796554,-0.1426068693399429,-0.2019102722406387,0.1117079854011535,-0.1620479375123977,0.0748001039028167,-0.0930579677224159,-0.1480790972709655,-0.165430262684822,0.0871584191918373,-0.1817743480205536,0.1256023943424224,-0.1405954211950302,-0.1302737593650818,-0.2052267640829086,0.0730477720499038,-0.1332065165042877,0.0989349111914634,-0.0136211346834898,0.0284243058413267,-0.096352607011795,0.0120382932946085,-0.0242788586765527,0.1032261550426483,0.021479208022356,-0.385452538728714,-0.0286923069506883,0.1994595974683761,-0.2123593240976333,-0.212121769785881,0.2203837931156158,-0.3272304832935333,-0.0651474669575691,0.5859257578849792,-0.0211130902171134,-0.2699762880802154,0.2375151216983795,-0.3132836818695068,-0.0744989216327667,0.623198390007019,-0.0411341339349746,-0.362046480178833,0.2846107184886932,-0.4161121547222137,-0.0830412432551384,0.6909733414649963,-0.1532049179077148
1,TLB,LCL,-0.027462188154459,-0.4993469417095184,-0.2350890785455703,-0.0138351451605558,-0.5222324728965759,-0.2170685529708862,-0.0120262196287512,-0.5234090685844421,-0.2070887386798858,-0.0132650006562471,-0.5232913494110107,-0.2092388570308685,-0.0408974811434745,-0.5257987976074219,-0.2287244647741317,-0.0391753353178501,-0.5247839689254761,-0.2379197478294372,-0.0334717184305191,-0.514254093170166,-0.2198738306760788,0.047727134078741,-0.5280259847640991,-0.0739653408527374,-0.1125730648636818,-0.4701005220413208,-0.0837825238704681,0.0087474761530756,-0.4952290952205658,-0.1750118136405944,-0.0276975817978382,-0.4566007256507873,-0.2001091688871383,0.1408974230289459,-0.3895823955535888,0.0613811202347278,-0.1900105327367782,-0.4164097905158996,0.0876744240522384,0.2403850108385086,-0.1941021829843521,0.0608579218387603,-0.2837108373641968,-0.159054234623909,0.0007483583758585,0.3233429491519928,-0.0136896902695298,0.0396159663796424,-0.3497247993946075,-0.0195282530039548,-0.1708208620548248,0.3455099463462829,0.0124892583116889,0.036033522337675,-0.3423939049243927,0.0071628461591899,-0.2239266782999038,0.3139163553714752,0.0242095086723566,0.0107288705185055,-0.3031115531921386,-0.0198836289346218,-0.2464824616909027,0.3192735016345978,0.0131045384332537,0.0233678724616765,-0.3360744118690491,-0.0139668937772512,-0.1904738694429397,0.1008839905261993,-0.014095015823841,0.0243962164968252,-0.0976661592721939,0.0124032571911811,-0.0193855352699756,0.2095600515604019,0.083562284708023,-0.3840801119804382,-0.0087089920416474,0.2463945150375366,-0.1678801774978637,-0.1213873624801635,0.2798336148262024,-0.348511278629303,0.0228266138583421,0.6448028683662415,-0.0119323804974555,-0.1814350038766861,0.2995450794696808,-0.33922079205513,0.0186727195978164,0.6831858158111572,-0.0376591086387634,-0.2472624033689499,0.3402896225452423,-0.4445697665214538,0.0345862843096256,0.7516734600067139,-0.1489519923925399
1,TLB,LCL,-0.0176389776170253,-0.5420628786087036,-0.2233435064554214,-0.0004297390696592,-0.5625224709510803,-0.2020597606897354,0.001763736596331,-0.5642871260643005,-0.1928808242082595,0.0001291014050366,-0.5627431869506836,-0.1939757317304611,-0.0267595406621694,-0.5687711238861084,-0.2155307233333587,-0.0256373267620801,-0.5681635141372681,-0.2242159396409988,-0.0189873371273279,-0.5570471882820129,-0.2062535434961319,0.0629313439130783,-0.5502749085426331,-0.0593443736433982,-0.0968805849552154,-0.5053914785385132,-0.0728617385029792,0.0182845965027809,-0.5317417979240417,-0.1635952591896057,-0.0195789448916912,-0.4970367550849914,-0.1895808577537536,0.1440892964601516,-0.4000140130519867,0.059313878417015,-0.184069886803627,-0.4336237013339996,0.1004418581724166,0.2403809875249862,-0.2114119827747345,0.0694789215922355,-0.2754808664321899,-0.1731484085321426,0.0405697897076606,0.3283879458904266,-0.0333481468260288,0.0545279383659362,-0.3468509316444397,-0.0205609817057847,-0.0913595780730247,0.3514644503593445,-0.0039493180811405,0.0512093156576156,-0.3404916226863861,0.007113505154848,-0.1330775022506714,0.3205440640449524,0.0110879009589552,0.0233981367200613,-0.3017449975013733,-0.0178631730377674,-0.1577326357364654,0.3250245451927185,-0.0033309005666524,0.0386027619242668,-0.3332516849040985,-0.0142879905179142,-0.1100717186927795,0.100874438881874,-0.0140995951369404,0.0232547614723444,-0.0976448953151702,0.0124096870422363,-0.0182384643703699,0.1553945541381836,0.091139830648899,-0.3886520266532898,0.0039444812573492,0.2412124574184417,-0.1850779354572296,-0.1227501854300499,0.3543378412723541,-0.2674667537212372,0.0500171817839145,0.6400117874145508,-0.0099572157487273,-0.1812999695539474,0.3811527192592621,-0.2432082593441009,0.0490544699132442,0.6773853302001953,-0.0367596633732318,-0.2491423636674881,0.4550427198410034,-0.3141038417816162,0.0519018545746803,0.7456490397453308,-0.1258015632629394
1,TLB,LCL,-0.0276302155107259,-0.5565019845962524,-0.1498261839151382,-0.0071738515980541,-0.5756585597991943,-0.1290250718593597,-0.0055891945958137,-0.5774489641189575,-0.119257278740406,-0.006783349905163,-0.5766264200210571,-0.1212751790881156,-0.0326178185641765,-0.5836367011070251,-0.1367814987897873,-0.0322233363986015,-0.5829378366470337,-0.1451521962881088,-0.025569912046194,-0.5717349648475647,-0.1279783248901367,0.0623588860034942,-0.5612978339195251,0.0029717213474214,-0.0973003059625625,-0.5230466723442078,0.0086346119642257,0.0126829482614994,-0.544528603553772,-0.0962566882371902,-0.0262949299067258,-0.5112230777740479,-0.1153173297643661,0.1449029892683029,-0.402342289686203,0.1034471318125724,-0.1814364641904831,-0.4412684440612793,0.1644308418035507,0.2420097589492797,-0.2122023850679397,0.1058895662426948,-0.2751779556274414,-0.1778932362794876,0.083542913198471,0.3312150537967682,-0.0423001833260059,0.1038428917527198,-0.3459001779556274,-0.0266054477542638,-0.0746587365865707,0.354252815246582,-0.0129934074357151,0.0964799746870994,-0.338575154542923,0.0049373214133083,-0.1205390691757202,0.3241869509220123,-0.0007164575508795,0.0758077204227447,-0.2992644906044006,-0.0198880117386579,-0.140800341963768,0.3281615078449249,-0.0156005509197711,0.0877216160297393,-0.3322569727897644,-0.0196484252810478,-0.0925983935594558,0.1009440943598747,-0.0143507923930883,0.0134079391136765,-0.0977473407983779,0.0126310689374804,-0.0087129911407828,0.1704980880022049,0.0792995393276214,-0.4092936813831329,0.0105256913229823,0.2425463199615478,-0.1683868169784546,-0.1264437735080719,0.3484033644199371,-0.3222537040710449,0.0644726604223251,0.6352840065956116,0.0288593210279941,-0.1832410246133804,0.374666690826416,-0.3062415719032287,0.0651102066040039,0.6729547381401062,0.0046849460341036,-0.2616122961044311,0.4400687515735626,-0.395165741443634,0.0574891045689582,0.7476111650466919,-0.0820850431919097
1,TLB,LCL,-0.0338016189634799,-0.5565274953842163,-0.1749682277441024,-0.0126439062878489,-0.5759298205375671,-0.1547020673751831,-0.0110822785645723,-0.5777942538261414,-0.1451977044343948,-0.0125690856948494,-0.5766579508781433,-0.1470896303653717,-0.0381654649972915,-0.5836510062217712,-0.1632599979639053,-0.0377658754587173,-0.5829275250434875,-0.1718987971544265,-0.0310867298394441,-0.5714246034622192,-0.1539958864450454,0.0616742745041847,-0.5628594756126404,-0.0227257367223501,-0.0979804471135139,-0.5238462686538696,-0.0158938951790332,0.0089311320334672,-0.545509934425354,-0.1202728226780891,-0.0308072362095117,-0.5116254091262817,-0.1396838128566742,0.1455514729022979,-0.4034662842750549,0.0848322883248329,-0.1796860843896865,-0.4457221627235412,0.1451643407344818,0.2428910583257675,-0.2183712124824524,0.0962814465165138,-0.2754468619823456,-0.1844532191753387,0.0742269456386566,0.3299282789230346,-0.0495267063379287,0.0998795554041862,-0.3460861444473266,-0.0295183658599853,-0.0737176164984703,0.3531763255596161,-0.0187421571463346,0.0970555245876312,-0.3388701975345611,0.0045486525632441,-0.116165779531002,0.3235791027545929,-0.0047772545367479,0.0726406201720237,-0.2998721003532409,-0.0200122483074665,-0.1389879286289215,0.3272736072540283,-0.0219766125082969,0.0841611996293068,-0.3325339555740356,-0.0218753293156623,-0.0925908163189888,0.1009814962744712,-0.0143474396318197,0.0124543802812695,-0.0977527499198913,0.0126316137611866,-0.0076090982183814,0.1756211072206497,0.0844879373908042,-0.409210056066513,0.0102935368195176,0.243480309844017,-0.1644981950521469,-0.1279836744070053,0.3549743592739105,-0.3267779052257538,0.062973253428936,0.6316683292388916,0.0340411849319934,-0.1844249665737152,0.3805278539657593,-0.3101974129676819,0.0637438595294952,0.6683683395385742,0.0121221868321299,-0.2653501629829407,0.4532473981380462,-0.3986356258392334,0.0611043646931648,0.7476779818534851,-0.0756729394197464
1,TLB,LCL,-0.0301009211689233,-0.5510697364807129,-0.1948916763067245,-0.009847579523921,-0.5709879994392395,-0.1758120954036712,-0.0084213791415095,-0.5726907849311829,-0.1659953296184539,-0.0097813447937369,-0.5716062188148499,-0.1679468154907226,-0.0349458009004592,-0.5777935981750488,-0.1863088607788086,-0.034525666385889,-0.577072262763977,-0.1952040791511535,-0.0280634704977273,-0.5656539797782898,-0.1769697219133377,0.0615749172866344,-0.5594004392623901,-0.0392067097127437,-0.097102977335453,-0.5180392861366272,-0.0423187650740146,0.0105971228331327,-0.5403683185577393,-0.1379168182611465,-0.0287286303937435,-0.5057955384254456,-0.1604752391576767,0.1455108672380447,-0.4066772162914276,0.0772033408284187,-0.1797935962677002,-0.445963591337204,0.1270046830177307,0.2423927336931228,-0.2220736891031265,0.0960874333977699,-0.2755789458751678,-0.1833391040563583,0.0525117255747318,0.330331951379776,-0.0512248165905475,0.1026661917567253,-0.3457852303981781,-0.0296423770487308,-0.0992533043026924,0.3534709811210632,-0.0211573243141174,0.0995711982250213,-0.3379639685153961,0.004152254667133,-0.1440269500017166,0.3246010243892669,-0.0076652690768241,0.0757147297263145,-0.298822820186615,-0.0203961934894323,-0.1682197153568267,0.3281205296516418,-0.0234916526824235,0.0870080441236496,-0.3320981860160827,-0.0221691634505987,-0.118841141462326,0.1011468321084976,-0.0143935661762952,0.0127819338813424,-0.0979390293359756,0.0126734804362058,-0.0078961476683616,0.1832305938005447,0.0896913260221481,-0.4054622054100036,0.0124617740511894,0.2450666725635528,-0.1634659320116043,-0.128482237458229,0.3647498190402984,-0.3213194608688354,0.0604931972920894,0.6323055028915405,0.0317752473056316,-0.185107409954071,0.3901736438274383,-0.3053890168666839,0.0606453493237495,0.6691614389419556,0.0094298478215932,-0.2643601298332214,0.4642326533794403,-0.3926757872104645,0.0585238300263881,0.751418948173523,-0.0800340473651886
1,TLB,LCL,-0.0274192225188016,-0.5466555953025818,-0.1851268410682678,-0.0080247549340128,-0.5668816566467285,-0.1659569293260574,-0.0067296368069946,-0.5685392618179321,-0.155871957540512,-0.0078428722918033,-0.5675063133239746,-0.1577681452035904,-0.0327592305839061,-0.5735843777656555,-0.1765825003385543,-0.0323893316090106,-0.57284015417099,-0.1851878315210342,-0.0260618794709444,-0.5615031123161316,-0.1674114763736724,0.0621392168104648,-0.5573317408561707,-0.027172876521945,-0.0959473699331283,-0.5147629976272583,-0.0342672616243362,0.0123802600428462,-0.5367975831031799,-0.1276179552078247,-0.0266204085201025,-0.5021010637283325,-0.15068119764328,0.1455493718385696,-0.4072312116622925,0.0882302299141883,-0.1793300211429596,-0.4445808231830597,0.1372687071561813,0.2427100986242294,-0.2213444113731384,0.1113990619778633,-0.2744906842708587,-0.1820294857025146,0.0541003718972206,0.3314865231513977,-0.0510811582207679,0.1249369457364082,-0.3434510231018066,-0.0295520462095737,-0.103720486164093,0.3546434342861175,-0.0220776293426752,0.1202013045549392,-0.3343963027000427,0.003767886897549,-0.1501816064119339,0.3256134688854217,-0.0091057056561112,0.0997205972671508,-0.2963443100452423,-0.0210813414305448,-0.1712496280670166,0.3290980458259582,-0.0239731539040803,0.1093331351876258,-0.3301701247692108,-0.0222526136785745,-0.1222840100526809,0.1013367995619773,-0.0146504826843738,0.0115236155688762,-0.0981846824288368,0.0128565514460206,-0.0067827855236828,0.1844181269407272,0.0920351445674896,-0.4040799736976623,0.0140418568626046,0.24552983045578,-0.1619671136140823,-0.1288735717535019,0.355713278055191,-0.3241645991802215,0.0605606101453304,0.6326712369918823,0.0299404487013816,-0.185517355799675,0.3801775872707367,-0.3099347054958343,0.060462187975645,0.6704598069190979,0.0077176913619041,-0.2647977173328399,0.4481637477874756,-0.3990903198719024,0.0566967763006687,0.757291853427887,-0.0823683887720108
1,TLB,LCL,-0.0059029576368629,-0.5455089807510376,-0.1830787658691406,0.0079396441578865,-0.5657811164855957,-0.162604808807373,0.0094465799629688,-0.5675806999206543,-0.152822732925415,0.0083047654479742,-0.5665298700332642,-0.1549286246299743,-0.0168541688472032,-0.5717436671257019,-0.1780738830566406,-0.0158571358770132,-0.5710557103157043,-0.1869929581880569,-0.0096511607989668,-0.5598756670951843,-0.1691058874130249,0.062209665775299,-0.5580070614814758,-0.0216423533856868,-0.0928965359926223,-0.5126379132270813,-0.0430290065705776,0.0258857998996973,-0.5365847945213318,-0.1241014897823333,-0.0108128963038325,-0.500832736492157,-0.1525856554508209,0.1449108570814132,-0.4091175496578216,0.0878055840730667,-0.1798702478408813,-0.4436549842357635,0.1292780488729477,0.2427937388420105,-0.2210308015346527,0.1057401150465011,-0.2775006294250488,-0.1821340471506118,0.0462357737123966,0.3291419446468353,-0.0497932471334934,0.1051536574959755,-0.3450813293457031,-0.0296547506004571,-0.1115523055195808,0.3522069454193115,-0.0208437107503414,0.0950354263186454,-0.336268663406372,0.0037172946613281,-0.1583787947893142,0.3206237256526947,-0.0077721555717289,0.0730764642357826,-0.2983671426773071,-0.0211042668670415,-0.1802276968955993,0.3257730603218078,-0.0225519407540559,0.0889547690749168,-0.3316543102264404,-0.0223179124295711,-0.1304001212120056,0.1012064218521118,-0.0150037193670868,0.0118114035576581,-0.0979744791984558,0.0132486224174499,-0.0069739804603159,0.178665280342102,0.0948674231767654,-0.4045155346393585,0.0151930274441838,0.2451749294996261,-0.1777532249689102,-0.1288560628890991,0.3670592904090881,-0.3267613053321838,0.0596715211868286,0.6330443024635315,0.0034656631760299,-0.1855487078428268,0.3927644491195678,-0.3116166293621063,0.0592362806200981,0.6707531809806824,-0.0191859472543001,-0.2628371715545654,0.460176557302475,-0.4030808806419372,0.0560198947787284,0.7564507722854614,-0.1141633912920951
1,TLB,LCL,-0.0049523035995662,-0.5438452959060669,-0.1938336491584777,0.0096894018352031,-0.5642402172088623,-0.1743121594190597,0.0113530876114964,-0.5660205483436584,-0.1647033542394638,0.0100006265565752,-0.5650805234909058,-0.1664785146713256,-0.015233845449984,-0.57026606798172,-0.1916287541389465,-0.0141223417595028,-0.5695478320121765,-0.2006967216730117,-0.0078317085281014,-0.5584037899971008,-0.1826761364936828,0.0633520260453224,-0.5570033192634583,-0.0347561240196228,-0.0904381871223449,-0.511238157749176,-0.0596685260534286,0.0269068628549575,-0.5350444316864014,-0.1341203600168228,-0.0094534503296017,-0.4993239939212799,-0.1645083129405975,0.1451226025819778,-0.4088300168514251,0.0692307651042938,-0.1799526810646057,-0.4430607557296753,0.125338926911354,0.2430847883224487,-0.2217269837856292,0.0862161517143249,-0.2775644361972809,-0.181732639670372,0.0418137945234775,0.3298743963241577,-0.0493715777993202,0.0796827301383018,-0.3506971001625061,-0.0294302385300397,-0.1138834953308105,0.3530430495738983,-0.0201209168881177,0.073372296988964,-0.3446309864521026,0.0036723045632243,-0.1587651371955871,0.321844220161438,-0.006940892431885,0.0480061620473861,-0.3110333979129791,-0.0211327206343412,-0.1828253269195556,0.326668918132782,-0.021759619936347,0.0636034235358238,-0.3389416635036468,-0.0222034398466348,-0.1333473175764084,0.1011986806988716,-0.0150103652849793,0.0120441140606999,-0.0979358479380607,0.0132578248158097,-0.0072046173736453,0.1757092028856277,0.1025846228003501,-0.4030938744544983,0.015120854601264,0.2454426735639572,-0.1749036014080047,-0.1319440901279449,0.3658648133277893,-0.3108763694763183,0.0582827739417552,0.6332764029502869,0.0037098203320056,-0.1886929124593734,0.3906877040863037,-0.2926257252693176,0.0576635375618934,0.6711161732673645,-0.018887810409069,-0.2642306387424469,0.4625622928142547,-0.3817020356655121,0.0549961179494857,0.7567975521087646,-0.1138872876763343
1,TLB,LCL,-0.0100060794502496,-0.5190309286117554,-0.1985467821359634,0.001715624006465,-0.5423513054847717,-0.1775345057249069,0.0033961583394557,-0.5443133115768433,-0.1681903600692749,0.002399262972176,-0.5435400009155273,-0.1701768040657043,-0.0217166393995285,-0.5466320514678955,-0.1953310519456863,-0.0208679512143135,-0.5456914901733398,-0.2045468538999557,-0.0147664742544293,-0.5341378450393677,-0.1863277554512024,0.0605473928153514,-0.5502496957778931,-0.0383680909872055,-0.0941574648022651,-0.4937202632427215,-0.0613149441778659,0.0252184625715017,-0.5154657363891602,-0.1395548433065414,-0.0116313640028238,-0.4771538972854614,-0.1686334758996963,0.14555424451828,-0.4084950387477875,0.0707605108618736,-0.1794652938842773,-0.439431756734848,0.1241560503840446,0.2428962737321853,-0.2213377803564071,0.0986318215727806,-0.2773956060409546,-0.1814263015985489,0.0505956970155239,0.330430805683136,-0.0489922873675823,0.1249647140502929,-0.3548184335231781,-0.0237709730863571,-0.0897222161293029,0.3541218936443329,-0.0195203404873609,0.1241589039564132,-0.3497212827205658,0.0101634189486503,-0.1324952095746994,0.3239475190639496,-0.0063753360882401,0.1014359295368194,-0.3149566948413849,-0.0105015132576227,-0.1547189652919769,0.3279504776000976,-0.0213717203587293,0.1095594987273216,-0.3435973227024078,-0.0154730714857578,-0.1090157628059387,0.1017575860023498,-0.0149753289297223,0.0118293827399611,-0.098613254725933,0.0131394760683178,-0.007112727034837,0.179731085896492,0.105099618434906,-0.3996071815490722,0.0153227560222148,0.2444678843021392,-0.1740981340408325,-0.131539762020111,0.3696025609970093,-0.3044338822364807,0.0574649423360824,0.6336841583251953,0.0039828703738749,-0.18814517557621,0.3944015800952911,-0.2877032160758972,0.0567178018391132,0.6714333295822144,-0.0190028753131628,-0.264301985502243,0.4712011516094208,-0.3754646480083465,0.0540349036455154,0.7615387439727783,-0.113372579216957
